Archivo,Elemento,Ecut,KPoints,Pseudopotencial,Total Energy (Ry)
Fr_ecut25_k666_Fr.pbe-spdn-kjpaw_psl.1.0.0.in,Fr,25,6 6 6,Fr.pbe-spdn-kjpaw_psl.1.0.0,-1065.28062803
Fr_ecut25_k666_Fr.pbe-spdn-rrkjus_psl.1.0.0.in,Fr,25,6 6 6,Fr.pbe-spdn-rrkjus_psl.1.0.0,-278.2232359
Fr_ecut25_k666_Fr.pz-spdn-kjpaw_psl.1.0.0.in,Fr,25,6 6 6,Fr.pz-spdn-kjpaw_psl.1.0.0,-1040.56310452
Fr_ecut25_k666_Fr.pz-spdn-rrkjus_psl.1.0.0.in,Fr,25,6 6 6,Fr.pz-spdn-rrkjus_psl.1.0.0,-277.84910307
Fr_ecut25_k777_Fr.pbe-spdn-kjpaw_psl.1.0.0.in,Fr,25,7 7 7,Fr.pbe-spdn-kjpaw_psl.1.0.0,-1065.2950542
Fr_ecut25_k777_Fr.pbe-spdn-rrkjus_psl.1.0.0.in,Fr,25,7 7 7,Fr.pbe-spdn-rrkjus_psl.1.0.0,-278.23728436
Fr_ecut25_k777_Fr.pz-spdn-kjpaw_psl.1.0.0.in,Fr,25,7 7 7,Fr.pz-spdn-kjpaw_psl.1.0.0,-1040.57714468
Fr_ecut25_k777_Fr.pz-spdn-rrkjus_psl.1.0.0.in,Fr,25,7 7 7,Fr.pz-spdn-rrkjus_psl.1.0.0,-277.86277031
Fr_ecut25_k888_Fr.pbe-spdn-kjpaw_psl.1.0.0.in,Fr,25,8 8 8,Fr.pbe-spdn-kjpaw_psl.1.0.0,-1065.30809551
Fr_ecut25_k888_Fr.pbe-spdn-rrkjus_psl.1.0.0.in,Fr,25,8 8 8,Fr.pbe-spdn-rrkjus_psl.1.0.0,-278.2498037
